countries,quarter2,MIPRCrisis,GlobalNtP,GlobalNtT,RegionalNtP,RegionalNtT,RegDum,CountryNtP,CountryNtT
CZECH REPUBLIC,2000q4,0,4.369883537,0.022600638,4.928353786,0.025451083,EuDum,0.005999682,3.21E-05
CZECH REPUBLIC,2001q1,0,3.836613655,0.021938741,4.619517326,0.025649924,EuDum,0.009537739,5.45E-05
CZECH REPUBLIC,2001q2,0,3.56155324,0.021611489,3.815618277,0.023180321,EuDum,0.002985452,1.83E-05
CZECH REPUBLIC,2001q3,0,4.168596268,0.022587994,4.712406158,0.027172912,EuDum,0.006024268,3.42E-05
CZECH REPUBLIC,2001q4,0,5.048440456,0.023626739,5.278350353,0.032259587,EuDum,0.008779657,4.38E-05
CZECH REPUBLIC,2002q1,0,4.648320198,0.024509611,4.811294556,0.033185758,EuDum,0.006037124,3.45E-05
CZECH REPUBLIC,2002q2,0,4.98819685,0.025768185,4.361018658,0.02898444,EuDum,0.008760157,5.01E-05
CZECH REPUBLIC,2002q3,0,4.796699524,0.025165487,5.58557272,0.0343257,EuDum,0.00374285,2.09E-05
CZECH REPUBLIC,2002q4,0,4.650390625,0.024687732,4.91654253,0.03197604,EuDum,0.002502213,1.41E-05
CZECH REPUBLIC,2003q1,0,4.782758713,0.023004185,5.809756279,0.034672152,EuDum,0.007976983,4.14E-05
CZECH REPUBLIC,2003q2,0,4.885639668,0.024948066,4.614950657,0.031794772,EuDum,0.003223731,1.79E-05
CZECH REPUBLIC,2003q3,0,4.210682392,0.02391479,4.188592434,0.029370025,EuDum,0.003522924,2.36E-05
CZECH REPUBLIC,2003q4,0,4.457207203,0.023765491,4.182051182,0.027091373,EuDum,0.002015158,1.39E-05
CZECH REPUBLIC,2004q1,0,4.731277466,0.024279783,4.610628128,0.030823089,EuDum,0.002647938,1.70E-05
CZECH REPUBLIC,2004q2,0,4.381305695,0.023452887,4.151302814,0.029090015,EuDum,0.007441844,5.07E-05
CZECH REPUBLIC,2004q3,0,3.847542524,0.022961123,3.993337393,0.025697993,EuDum,0.004373938,2.87E-05
CZECH REPUBLIC,2004q4,0,4.888469696,0.025754819,3.640653372,0.024313089,EuDum,0.00757561,4.56E-05
CZECH REPUBLIC,2005q1,0,4.091097355,0.022488534,3.254645586,0.022968575,EuDum,0.014923714,9.53E-05
CZECH REPUBLIC,2005q2,0,4.55787468,0.023652207,3.598591566,0.02405351,EuDum,0,0
CZECH REPUBLIC,2005q3,0,4.760352612,0.023824222,3.625173807,0.023388533,EuDum,0,0
CZECH REPUBLIC,2005q4,0,4.134087086,0.021658542,4.455258846,0.028263835,EuDum,0.003011646,1.86E-05
CZECH REPUBLIC,2006q1,0,4.071969509,0.020817464,5.066666603,0.027925776,EuDum,0,0
CZECH REPUBLIC,2006q2,0,4.748651505,0.023147101,4.657940865,0.027510926,EuDum,0,0
CZECH REPUBLIC,2006q3,0,3.830294609,0.022028368,4.632257938,0.02873111,EuDum,0,0
CZECH REPUBLIC,2006q4,0,4.037946224,0.02261024,4.59710741,0.029948181,EuDum,0,0
CZECH REPUBLIC,2007q1,0,4.156677246,0.021388145,5.341801167,0.031160329,EuDum,0.00489684,2.90E-05
CZECH REPUBLIC,2007q2,0,3.996348143,0.023245441,4.195501804,0.026881125,EuDum,0.004266447,2.59E-05
CZECH REPUBLIC,2007q3,0,3.870988131,0.021935971,5.01642704,0.029764008,EuDum,0.005923718,3.58E-05
CZECH REPUBLIC,2007q4,0,4.504495621,0.025362523,4.876767635,0.029957062,EuDum,0,0
CZECH REPUBLIC,2008q1,0,4.726232529,0.026450578,6.265658855,0.033056438,EuDum,0.00077998,4.55E-06
CZECH REPUBLIC,2008q2,0,4.481971741,0.025593124,5.759550571,0.031683829,EuDum,0.001897549,1.08E-05
CZECH REPUBLIC,2008q3,0,4.582547188,0.024800455,5.795511246,0.033657745,EuDum,0.004754689,2.70E-05
CZECH REPUBLIC,2008q4,0,5.771596909,0.027705347,7.559895992,0.0365889,EuDum,0.004543181,2.30E-05
CZECH REPUBLIC,2009q1,0,5.454398155,0.026897045,8.147170067,0.039190415,EuDum,0.011665997,5.92E-05
CZECH REPUBLIC,2009q2,0,5.046031952,0.02618406,5.354166508,0.033812612,EuDum,0.008080509,4.41E-05
CZECH REPUBLIC,2009q3,0,4.454035759,0.024826802,3.912317276,0.031492092,EuDum,0.01139806,7.19E-05
CZECH REPUBLIC,2009q4,0,4.670024395,0.024266774,4.501683712,0.03105619,EuDum,0.013698153,7.81E-05
CZECH REPUBLIC,2010q1,0,4.72125721,0.025287015,6.102702618,0.032216642,EuDum,0.002342346,1.34E-05
CZECH REPUBLIC,2010q2,1,5.487989426,0.027363503,6.768817425,0.033721708,EuDum,0.003465646,1.88E-05
CZECH REPUBLIC,2010q3,0,4.777503014,0.025408298,4.955357075,0.029378291,EuDum,0.009700171,5.82E-05
CZECH REPUBLIC,2010q4,0,4.516752243,0.02450693,9.78787899,0.040235434,EuDum,0.002030585,1.18E-05
CZECH REPUBLIC,2011q1,0,5.026637554,0.026237991,4.751219749,0.029828805,EuDum,0.008788845,5.03E-05
CZECH REPUBLIC,2011q2,0,4.485313892,0.024696186,5.593123436,0.031737775,EuDum,0.002148501,1.22E-05
CZECH REPUBLIC,2011q3,0,5.488289833,0.02746463,6.739534855,0.037974685,EuDum,0.001783195,9.81E-06
CZECH REPUBLIC,2011q4,0,4.920706272,0.026980471,5.523961544,0.034608725,EuDum,0.008034239,4.66E-05
CZECH REPUBLIC,2012q1,0,4.176233768,0.024769533,5.524064064,0.034282111,EuDum,0.001371305,8.74E-06
CZECH REPUBLIC,2012q2,0,4.698056698,0.025899755,5.542071342,0.032056682,EuDum,0.007658945,4.42E-05
CZECH REPUBLIC,2012q3,0,4.683049202,0.024974726,6.513157845,0.034247927,EuDum,0.000634498,3.57E-06
CZECH REPUBLIC,2012q4,0,4.615978241,0.023927417,4.742400169,0.031192448,EuDum,0.000723053,4.15E-06
CZECH REPUBLIC,2013q1,0,4.659716606,0.023904469,4.8437047,0.031534418,EuDum,0.012399687,7.17E-05
CZECH REPUBLIC,2013q2,0,4.47298336,0.02431301,5.216748714,0.032968059,EuDum,0.004673674,2.73E-05
CZECH REPUBLIC,2013q3,0,4.631232738,0.025345121,4.607784271,0.032516375,EuDum,0.002490228,1.50E-05
CZECH REPUBLIC,2013q4,0,4.397819996,0.023386009,5.408071518,0.029883662,EuDum,0.000622481,3.51E-06
CZECH REPUBLIC,2014q1,0,4.37856102,0.024117632,4.911157131,0.030739984,EuDum,0.004733958,2.75E-05
CZECH REPUBLIC,2014q2,0,4.528443813,0.024150524,4.578817844,0.028062919,EuDum,0,0
CZECH REPUBLIC,2014q3,0,4.754800797,0.024476016,5.142011642,0.028697388,EuDum,0,0
CZECH REPUBLIC,2014q4,0,4.213103771,0.024157559,4.726651669,0.026900539,EuDum,0.001715158,1.04E-05
DENMARK,1995q1,0,4.089830399,0.022542132,0,0,EuDum,0.002581808,1.43E-05
DENMARK,1995q2,0,4.698461533,0.024985887,3.47777319,0.024099819,EuDum,0,0
DENMARK,1995q3,0,4.205328941,0.023106204,3.536543608,0.022964315,EuDum,0,0
DENMARK,1995q4,0,3.838644028,0.022020932,3.706997633,0.024411615,EuDum,0,0
DENMARK,1996q1,0,4.375494003,0.022670489,3.696186066,0.023935553,EuDum,0,0
DENMARK,1996q2,0,3.854794502,0.022627309,3.636181355,0.023466825,EuDum,0,0
DENMARK,1996q3,0,3.9435184,0.023667291,3.899416924,0.025292279,EuDum,0.009645174,6.21E-05
DENMARK,1996q4,0,3.00313592,0.01924653,3.608058691,0.025124988,EuDum,0.007832084,5.44E-05
DENMARK,1997q1,0,3.453912973,0.02006547,3.272321463,0.024471344,EuDum,0,0
DENMARK,1997q2,0,3.344718933,0.019998429,3.466195822,0.023389066,EuDum,0,0
DENMARK,1997q3,0,2.815053701,0.019751262,3.634970903,0.025123684,EuDum,0,0
DENMARK,1997q4,0,3.559176207,0.022219449,3.482513666,0.023954595,EuDum,0.000844433,5.55E-06
DENMARK,1998q1,0,3.128838062,0.020710543,3.742011786,0.025378531,EuDum,0.023284048,0.000157592
DENMARK,1998q2,0,3.096049547,0.021420265,3.327983856,0.023510739,EuDum,0.009828218,6.78E-05
DENMARK,1998q3,0,3.791309357,0.022349928,4.214993,0.028439049,EuDum,0.001615438,1.03E-05
DENMARK,1998q4,0,3.108878851,0.019636337,3.771078825,0.025329445,EuDum,0.008769728,5.79E-05
DENMARK,1999q1,0,3.147571087,0.020658994,3.44951129,0.023791337,EuDum,0.010634344,7.32E-05
DENMARK,1999q2,0,2.991235018,0.01970252,3.438388586,0.023302186,EuDum,0,0
DENMARK,1999q3,0,2.955223799,0.017178254,3.281294584,0.023255736,EuDum,0,0
DENMARK,1999q4,0,3.111111164,0.019091671,3.491610765,0.023487849,EuDum,0.002014632,1.40E-05
DENMARK,2000q1,0,3.608566046,0.020125501,3.55010891,0.02455638,EuDum,0.005237108,3.19E-05
DENMARK,2000q2,0,3.409443617,0.019923007,3.659021378,0.023004087,EuDum,0.000926377,5.62E-06
DENMARK,2000q3,0,4.003366947,0.021373659,4.604452133,0.026537843,EuDum,0,0
DENMARK,2000q4,0,4.369883537,0.022600638,4.928353786,0.025451083,EuDum,0.004799746,2.57E-05
DENMARK,2001q1,0,3.836613655,0.021938741,4.619517326,0.025649924,EuDum,0.001059749,6.05E-06
DENMARK,2001q2,0,3.56155324,0.021611489,3.815618277,0.023180321,EuDum,0.004179633,2.56E-05
DENMARK,2001q3,0,4.168596268,0.022587994,4.712406158,0.027172912,EuDum,0.003012134,1.71E-05
DENMARK,2001q4,0,5.048440456,0.023626739,5.278350353,0.032259587,EuDum,0.000798151,3.99E-06
DENMARK,2002q1,0,4.648320198,0.024509611,4.811294556,0.033185758,EuDum,0.003018562,1.72E-05
DENMARK,2002q2,0,4.98819685,0.025768185,4.361018658,0.02898444,EuDum,0.000876016,5.01E-06
DENMARK,2002q3,0,4.796699524,0.025165487,5.58557272,0.0343257,EuDum,0.002807138,1.57E-05
DENMARK,2002q4,0,4.650390625,0.024687732,4.91654253,0.03197604,EuDum,0.003336283,1.88E-05
DENMARK,2003q1,0,4.782758713,0.023004185,5.809756279,0.034672152,EuDum,0.007976983,4.14E-05
DENMARK,2003q2,0,4.885639668,0.024948066,4.614950657,0.031794772,EuDum,0.010477125,5.83E-05
DENMARK,2003q3,0,4.210682392,0.02391479,4.188592434,0.029370025,EuDum,0.008807309,5.89E-05
DENMARK,2003q4,0,4.457207203,0.023765491,4.182051182,0.027091373,EuDum,0.004030317,2.78E-05
DENMARK,2004q1,0,4.731277466,0.024279783,4.610628128,0.030823089,EuDum,0.01059175,6.82E-05
DENMARK,2004q2,0,4.381305695,0.023452887,4.151302814,0.029090015,EuDum,0.007441844,5.07E-05
DENMARK,2004q3,0,3.847542524,0.022961123,3.993337393,0.025697993,EuDum,0.006560906,4.30E-05
DENMARK,2004q4,0,4.888469696,0.025754819,3.640653372,0.024313089,EuDum,0.003787805,2.28E-05
DENMARK,2005q1,0,4.091097355,0.022488534,3.254645586,0.022968575,EuDum,0,0
DENMARK,2005q2,0,4.55787468,0.023652207,3.598591566,0.02405351,EuDum,0,0
DENMARK,2005q3,0,4.760352612,0.023824222,3.625173807,0.023388533,EuDum,0.003639607,2.25E-05
DENMARK,2005q4,0,4.134087086,0.021658542,4.455258846,0.028263835,EuDum,0.001505823,9.30E-06
DENMARK,2006q1,0,4.071969509,0.020817464,5.066666603,0.027925776,EuDum,0.030391289,0.0001792
DENMARK,2006q2,0,4.748651505,0.023147101,4.657940865,0.027510926,EuDum,0.006651834,4.01E-05
DENMARK,2006q3,0,3.830294609,0.022028368,4.632257938,0.02873111,EuDum,0.002901065,1.80E-05
DENMARK,2006q4,0,4.037946224,0.02261024,4.59710741,0.029948181,EuDum,0,0
DENMARK,2007q1,0,4.156677246,0.021388145,5.341801167,0.031160329,EuDum,0.00244842,1.45E-05
DENMARK,2007q2,0,3.996348143,0.023245441,4.195501804,0.026881125,EuDum,0.029865133,0.000181576
DENMARK,2007q3,0,3.870988131,0.021935971,5.01642704,0.029764008,EuDum,0.007404648,4.48E-05
DENMARK,2007q4,0,4.504495621,0.025362523,4.876767635,0.029957062,EuDum,0.001973073,1.21E-05
DENMARK,2008q1,0,4.726232529,0.026450578,6.265658855,0.033056438,EuDum,0.007019819,4.10E-05
DENMARK,2008q2,0,4.481971741,0.025593124,5.759550571,0.031683829,EuDum,0.003795098,2.16E-05
DENMARK,2008q3,0,4.582547188,0.024800455,5.795511246,0.033657745,EuDum,0.001584896,8.99E-06
DENMARK,2008q4,0,5.771596909,0.027705347,7.559895992,0.0365889,EuDum,0.021580111,0.000109053
DENMARK,2009q1,0,5.454398155,0.026897045,8.147170067,0.039190415,EuDum,0.005302726,2.69E-05
DENMARK,2009q2,0,5.046031952,0.02618406,5.354166508,0.033812612,EuDum,0.001795669,9.81E-06
DENMARK,2009q3,0,4.454035759,0.024826802,3.912317276,0.031492092,EuDum,0.00569903,3.60E-05
DENMARK,2009q4,0,4.670024395,0.024266774,4.501683712,0.03105619,EuDum,0.013698153,7.81E-05
DENMARK,2010q1,0,4.72125721,0.025287015,6.102702618,0.032216642,EuDum,0.000780782,4.47E-06
DENMARK,2010q2,0,5.487989426,0.027363503,6.768817425,0.033721708,EuDum,0.007797704,4.24E-05
DENMARK,2010q3,0,4.777503014,0.025408298,4.955357075,0.029378291,EuDum,0,0
DENMARK,2010q4,0,4.516752243,0.02450693,9.78787899,0.040235434,EuDum,0.00812234,4.71E-05
DENMARK,2011q1,0,5.026637554,0.026237991,4.751219749,0.029828805,EuDum,0,0
DENMARK,2011q2,0,4.485313892,0.024696186,5.593123436,0.031737775,EuDum,0.002578202,1.47E-05
DENMARK,2011q3,0,5.488289833,0.02746463,6.739534855,0.037974685,EuDum,0.008915974,4.90E-05
DENMARK,2011q4,0,4.920706272,0.026980471,5.523961544,0.034608725,EuDum,0.003651927,2.12E-05
DENMARK,2012q1,0,4.176233768,0.024769533,5.524064064,0.034282111,EuDum,0.001371305,8.74E-06
DENMARK,2012q2,0,4.698056698,0.025899755,5.542071342,0.032056682,EuDum,0.006266409,3.62E-05
DENMARK,2012q3,0,4.683049202,0.024974726,6.513157845,0.034247927,EuDum,0.005710485,3.21E-05
DENMARK,2012q4,0,4.615978241,0.023927417,4.742400169,0.031192448,EuDum,0.005061371,2.91E-05
DENMARK,2013q1,0,4.659716606,0.023904469,4.8437047,0.031534418,EuDum,0.003444357,1.99E-05
DENMARK,2013q2,0,4.47298336,0.02431301,5.216748714,0.032968059,EuDum,0.005341342,3.12E-05
DENMARK,2013q3,0,4.631232738,0.025345121,4.607784271,0.032516375,EuDum,0.005603014,3.38E-05
DENMARK,2013q4,0,4.397819996,0.023386009,5.408071518,0.029883662,EuDum,0,0
DENMARK,2014q1,0,4.37856102,0.024117632,4.911157131,0.030739984,EuDum,0.003550469,2.06E-05
DENMARK,2014q2,0,4.528443813,0.024150524,4.578817844,0.028062919,EuDum,0.001102576,6.16E-06
DENMARK,2014q3,0,4.754800797,0.024476016,5.142011642,0.028697388,EuDum,0.002382959,1.34E-05
DENMARK,2014q4,0,4.213103771,0.024157559,4.726651669,0.026900539,EuDum,0.001715158,1.04E-05
FINLAND,1995q1,0,4.089830399,0.022542132,0,0,EuDum,0,0
FINLAND,1995q2,0,4.698461533,0.024985887,3.47777319,0.024099819,EuDum,0,0
FINLAND,1995q3,0,4.205328941,0.023106204,3.536543608,0.022964315,EuDum,0,0
FINLAND,1995q4,0,3.838644028,0.022020932,3.706997633,0.024411615,EuDum,0.003209684,2.06E-05
FINLAND,1996q1,0,4.375494003,0.022670489,3.696186066,0.023935553,EuDum,0,0
FINLAND,1996q2,0,3.854794502,0.022627309,3.636181355,0.023466825,EuDum,0,0
FINLAND,1996q3,0,3.9435184,0.023667291,3.899416924,0.025292279,EuDum,0.002411293,1.55E-05
FINLAND,1996q4,0,3.00313592,0.01924653,3.608058691,0.025124988,EuDum,0.005874063,4.08E-05
FINLAND,1997q1,0,3.453912973,0.02006547,3.272321463,0.024471344,EuDum,0,0
FINLAND,1997q2,0,3.344718933,0.019998429,3.466195822,0.023389066,EuDum,0.001718649,1.14E-05
FINLAND,1997q3,0,2.815053701,0.019751262,3.634970903,0.025123684,EuDum,0,0
FINLAND,1997q4,0,3.559176207,0.022219449,3.482513666,0.023954595,EuDum,0.015199789,1.00E-04
FINLAND,1998q1,0,3.128838062,0.020710543,3.742011786,0.025378531,EuDum,0.001791081,1.21E-05
FINLAND,1998q2,0,3.096049547,0.021420265,3.327983856,0.023510739,EuDum,0.011793862,8.14E-05
FINLAND,1998q3,0,3.791309357,0.022349928,4.214993,0.028439049,EuDum,0.012923505,8.24E-05
FINLAND,1998q4,0,3.108878851,0.019636337,3.771078825,0.025329445,EuDum,0.006577296,4.34E-05
FINLAND,1999q1,0,3.147571087,0.020658994,3.44951129,0.023791337,EuDum,0.010634344,7.32E-05
FINLAND,1999q2,0,2.991235018,0.01970252,3.438388586,0.023302186,EuDum,0.002566876,1.81E-05
FINLAND,1999q3,0,2.955223799,0.017178254,3.281294584,0.023255736,EuDum,0.006019581,4.17E-05
FINLAND,1999q4,0,3.111111164,0.019091671,3.491610765,0.023487849,EuDum,0,0
FINLAND,2000q1,0,3.608566046,0.020125501,3.55010891,0.02455638,EuDum,0.012219919,7.45E-05
FINLAND,2000q2,0,3.409443617,0.019923007,3.659021378,0.023004087,EuDum,0.010190145,6.18E-05
FINLAND,2000q3,0,4.003366947,0.021373659,4.604452133,0.026537843,EuDum,0.009589599,5.32E-05
FINLAND,2000q4,0,4.369883537,0.022600638,4.928353786,0.025451083,EuDum,0.001199936,6.43E-06
FINLAND,2001q1,0,3.836613655,0.021938741,4.619517326,0.025649924,EuDum,0.015896233,9.08E-05
FINLAND,2001q2,0,3.56155324,0.021611489,3.815618277,0.023180321,EuDum,0.006567995,4.03E-05
FINLAND,2001q3,0,4.168596268,0.022587994,4.712406158,0.027172912,EuDum,0.007831548,4.45E-05
FINLAND,2001q4,0,5.048440456,0.023626739,5.278350353,0.032259587,EuDum,0.000798151,3.99E-06
FINLAND,2002q1,0,4.648320198,0.024509611,4.811294556,0.033185758,EuDum,0.003018562,1.72E-05
FINLAND,2002q2,0,4.98819685,0.025768185,4.361018658,0.02898444,EuDum,0.013140236,7.51E-05
FINLAND,2002q3,0,4.796699524,0.025165487,5.58557272,0.0343257,EuDum,0.004678563,2.61E-05
FINLAND,2002q4,0,4.650390625,0.024687732,4.91654253,0.03197604,EuDum,0.002502213,1.41E-05
FINLAND,2003q1,0,4.782758713,0.023004185,5.809756279,0.034672152,EuDum,0.005982737,3.11E-05
FINLAND,2003q2,0,4.885639668,0.024948066,4.614950657,0.031794772,EuDum,0.002417798,1.35E-05
FINLAND,2003q3,0,4.210682392,0.02391479,4.188592434,0.029370025,EuDum,0.015853157,0.00010605
FINLAND,2003q4,0,4.457207203,0.023765491,4.182051182,0.027091373,EuDum,0.004030317,2.78E-05
FINLAND,2004q1,0,4.731277466,0.024279783,4.610628128,0.030823089,EuDum,0,0
FINLAND,2004q2,0,4.381305695,0.023452887,4.151302814,0.029090015,EuDum,0.002480615,1.69E-05
FINLAND,2004q3,0,3.847542524,0.022961123,3.993337393,0.025697993,EuDum,0,0
FINLAND,2004q4,0,4.888469696,0.025754819,3.640653372,0.024313089,EuDum,0.000946951,5.70E-06
FINLAND,2005q1,0,4.091097355,0.022488534,3.254645586,0.022968575,EuDum,0,0
FINLAND,2005q2,0,4.55787468,0.023652207,3.598591566,0.02405351,EuDum,0.003516775,2.34E-05
FINLAND,2005q3,0,4.760352612,0.023824222,3.625173807,0.023388533,EuDum,0.001819804,1.13E-05
FINLAND,2005q4,0,4.134087086,0.021658542,4.455258846,0.028263835,EuDum,0,0
FINLAND,2006q1,0,4.071969509,0.020817464,5.066666603,0.027925776,EuDum,0,0
FINLAND,2006q2,0,4.748651505,0.023147101,4.657940865,0.027510926,EuDum,0,0
FINLAND,2006q3,0,3.830294609,0.022028368,4.632257938,0.02873111,EuDum,0.002901065,1.80E-05
FINLAND,2006q4,0,4.037946224,0.02261024,4.59710741,0.029948181,EuDum,0,0
FINLAND,2007q1,0,4.156677246,0.021388145,5.341801167,0.031160329,EuDum,0.00244842,1.45E-05
FINLAND,2007q2,0,3.996348143,0.023245441,4.195501804,0.026881125,EuDum,0.001422149,8.65E-06
FINLAND,2007q3,0,3.870988131,0.021935971,5.01642704,0.029764008,EuDum,0.00148093,8.96E-06
FINLAND,2007q4,0,4.504495621,0.025362523,4.876767635,0.029957062,EuDum,0,0
FINLAND,2008q1,0,4.726232529,0.026450578,6.265658855,0.033056438,EuDum,0.00233994,1.37E-05
FINLAND,2008q2,0,4.481971741,0.025593124,5.759550571,0.031683829,EuDum,0.00521826,2.98E-05
FINLAND,2008q3,0,4.582547188,0.024800455,5.795511246,0.033657745,EuDum,0.001584896,8.99E-06
FINLAND,2008q4,0,5.771596909,0.027705347,7.559895992,0.0365889,EuDum,0.002271591,1.15E-05
FINLAND,2009q1,0,5.454398155,0.026897045,8.147170067,0.039190415,EuDum,0,0
FINLAND,2009q2,0,5.046031952,0.02618406,5.354166508,0.033812612,EuDum,0.002693503,1.47E-05
FINLAND,2009q3,0,4.454035759,0.024826802,3.912317276,0.031492092,EuDum,0,0
FINLAND,2009q4,0,4.670024395,0.024266774,4.501683712,0.03105619,EuDum,0.00532706,3.04E-05
FINLAND,2010q1,0,4.72125721,0.025287015,6.102702618,0.032216642,EuDum,0.000780782,4.47E-06
FINLAND,2010q2,1,5.487989426,0.027363503,6.768817425,0.033721708,EuDum,0.001732823,9.42E-06
FINLAND,2010q3,0,4.777503014,0.025408298,4.955357075,0.029378291,EuDum,0,0
FINLAND,2010q4,0,4.516752243,0.02450693,9.78787899,0.040235434,EuDum,0.002707447,1.57E-05
FINLAND,2011q1,0,5.026637554,0.026237991,4.751219749,0.029828805,EuDum,0.001464808,8.39E-06
FINLAND,2011q2,0,4.485313892,0.024696186,5.593123436,0.031737775,EuDum,0.007304905,4.16E-05
FINLAND,2011q3,0,5.488289833,0.02746463,6.739534855,0.037974685,EuDum,0.011590766,6.37E-05
FINLAND,2011q4,0,4.920706272,0.026980471,5.523961544,0.034608725,EuDum,0.012416551,7.20E-05
FINLAND,2012q1,0,4.176233768,0.024769533,5.524064064,0.034282111,EuDum,0.001371305,8.74E-06
FINLAND,2012q2,0,4.698056698,0.025899755,5.542071342,0.032056682,EuDum,0.012532819,7.24E-05
FINLAND,2012q3,0,4.683049202,0.024974726,6.513157845,0.034247927,EuDum,0.010786472,6.07E-05
FINLAND,2012q4,0,4.615978241,0.023927417,4.742400169,0.031192448,EuDum,0.015184114,8.72E-05
FINLAND,2013q1,0,4.659716606,0.023904469,4.8437047,0.031534418,EuDum,0.004133229,2.39E-05
FINLAND,2013q2,0,4.47298336,0.02431301,5.216748714,0.032968059,EuDum,0.004673674,2.73E-05
FINLAND,2013q3,0,4.631232738,0.025345121,4.607784271,0.032516375,EuDum,0.008715799,5.26E-05
FINLAND,2013q4,0,4.397819996,0.023386009,5.408071518,0.029883662,EuDum,0.006847296,3.86E-05
FINLAND,2014q1,0,4.37856102,0.024117632,4.911157131,0.030739984,EuDum,0.003550469,2.06E-05
FINLAND,2014q2,0,4.528443813,0.024150524,4.578817844,0.028062919,EuDum,0.001102576,6.16E-06
FINLAND,2014q3,0,4.754800797,0.024476016,5.142011642,0.028697388,EuDum,0.004289326,2.41E-05
FINLAND,2014q4,0,4.213103771,0.024157559,4.726651669,0.026900539,EuDum,0.001143438,6.95E-06
FRANCE,1995q1,0,4.089830399,0.022542132,0,0,EuDum,0.061963387,0.000343246
FRANCE,1995q2,0,4.698461533,0.024985887,3.47777319,0.024099819,EuDum,0.042189538,0.000280524
FRANCE,1995q3,0,4.205328941,0.023106204,3.536543608,0.022964315,EuDum,0.110022202,0.000722509
FRANCE,1995q4,0,3.838644028,0.022020932,3.706997633,0.024411615,EuDum,0.110734098,0.000710072
FRANCE,1996q1,0,4.375494003,0.022670489,3.696186066,0.023935553,EuDum,0.104350664,0.000681767
FRANCE,1996q2,0,3.854794502,0.022627309,3.636181355,0.023466825,EuDum,0.013090889,8.67E-05
FRANCE,1996q3,0,3.9435184,0.023667291,3.899416924,0.025292279,EuDum,0.053048454,0.00034137
FRANCE,1996q4,0,3.00313592,0.01924653,3.608058691,0.025124988,EuDum,0.045034483,0.000312805
FRANCE,1997q1,0,3.453912973,0.02006547,3.272321463,0.024471344,EuDum,0.032024149,0.00022889
FRANCE,1997q2,0,3.344718933,0.019998429,3.466195822,0.023389066,EuDum,0.073901892,0.000488598
FRANCE,1997q3,0,2.815053701,0.019751262,3.634970903,0.025123684,EuDum,0.052515835,0.000376643
FRANCE,1997q4,0,3.559176207,0.022219449,3.482513666,0.023954595,EuDum,0.061643589,0.000405492
FRANCE,1998q1,0,3.128838062,0.020710543,3.742011786,0.025378531,EuDum,0.0555235,0.000375797
FRANCE,1998q2,0,3.096049547,0.021420265,3.327983856,0.023510739,EuDum,0.121869907,0.000841279
FRANCE,1998q3,0,3.791309357,0.022349928,4.214993,0.028439049,EuDum,0.092079975,0.000586879
FRANCE,1998q4,0,3.108878851,0.019636337,3.771078825,0.025329445,EuDum,0.04713729,0.000311235
FRANCE,1999q1,0,3.147571087,0.020658994,3.44951129,0.023791337,EuDum,0.082416162,0.000567256
FRANCE,1999q2,0,2.991235018,0.01970252,3.438388586,0.023302186,EuDum,0.056471266,0.000397873
FRANCE,1999q3,0,2.955223799,0.017178254,3.281294584,0.023255736,EuDum,0.069225177,0.000479267
FRANCE,1999q4,0,3.111111164,0.019091671,3.491610765,0.023487849,EuDum,0.080585293,0.000561342
FRANCE,2000q1,0,3.608566046,0.020125501,3.55010891,0.02455638,EuDum,0.03927831,0.000239396
FRANCE,2000q2,0,3.409443617,0.019923007,3.659021378,0.023004087,EuDum,0.053729858,0.000325966
FRANCE,2000q3,0,4.003366947,0.021373659,4.604452133,0.026537843,EuDum,0.049146693,0.000272551
FRANCE,2000q4,0,4.369883537,0.022600638,4.928353786,0.025451083,EuDum,0.063596629,0.000340682
FRANCE,2001q1,0,3.836613655,0.021938741,4.619517326,0.025649924,EuDum,0.042389952,0.000242097
FRANCE,2001q2,0,3.56155324,0.021611489,3.815618277,0.023180321,EuDum,0.04896142,0.000300157
FRANCE,2001q3,0,4.168596268,0.022587994,4.712406158,0.027172912,EuDum,0.053615984,0.000304629
FRANCE,2001q4,0,5.048440456,0.023626739,5.278350353,0.032259587,EuDum,0.060659446,0.000302934
FRANCE,2002q1,0,4.648320198,0.024509611,4.811294556,0.033185758,EuDum,0.048296992,0.00027591
FRANCE,2002q2,0,4.98819685,0.025768185,4.361018658,0.02898444,EuDum,0.093733683,0.000536028
FRANCE,2002q3,0,4.796699524,0.025165487,5.58557272,0.0343257,EuDum,0.139421165,0.000778655
FRANCE,2002q4,0,4.650390625,0.024687732,4.91654253,0.03197604,EuDum,0.065057524,0.000367079
FRANCE,2003q1,0,4.782758713,0.023004185,5.809756279,0.034672152,EuDum,0.119654737,0.000621574
FRANCE,2003q2,0,4.885639668,0.024948066,4.614950657,0.031794772,EuDum,0.105577186,0.000587683
FRANCE,2003q3,0,4.210682392,0.02391479,4.188592434,0.029370025,EuDum,0.056366779,0.000377066
FRANCE,2003q4,0,4.457207203,0.023765491,4.182051182,0.027091373,EuDum,0.05440928,0.000375018
FRANCE,2004q1,0,4.731277466,0.024279783,4.610628128,0.030823089,EuDum,0.026479376,0.000170466
FRANCE,2004q2,0,4.381305695,0.023452887,4.151302814,0.029090015,EuDum,0.039689835,0.000270417
